"ReportingAreaName","ReportingAreaState","ReportingAreaID","ReportingAreaLat","ReportingAreaLong","SiteID","SiteName","SiteAgencyName","SiteLat","SiteLong"
"Little Rock-North Little Rock","AR","ar001",34.722,-92.354,"051191008","ADEQ-DSR","Arkansas Department of Environmental Quality",34.681156,-92.328501
"Little Rock-North Little Rock","AR","ar001",34.722,-92.354,"051191002","NLRAP","Arkansas Department of Environmental Quality",34.835603,-92.260456
"Little Rock-North Little Rock","AR","ar001",34.722,-92.354,"051190007","PARR","Arkansas Department of Environmental Quality",34.756058,-92.281034
"Livermore","CA","ca049",37.68,-121.77,"060010007","Livermore - Rincon","San Francisco Bay Area AQMD",37.687526,-121.784217
"Livermore","CA","ca049",37.68,-121.77,"060010015","Pleasanton - Owens Ct.","San Francisco Bay Area AQMD",37.701222,-121.903019
"Livermore","CA","ca049",37.68,-121.77,"060132007","San Ramon","San Francisco Bay Area AQMD",37.743649,-121.934188
"Logan","UT","ut002",41.7391,-111.8164,"490050007","Smithfield","Utah Department of Environmental Quality",41.842778,-111.85194
"Lome","  ","ds080",6.1855,1.2142,"768TOG010001","Lome","U.S. Department of State Togo - Lome",6.185167,1.214166
"Lompoc","CA","ca128",34.6375,-120.4564,"060832004","Lompoc H Street","Santa Barbara County Air Pollution Control District",34.637798,-120.456703
"Lompoc","CA","ca128",34.6375,-120.4564,"060831013","Lompoc HS&P","Santa Barbara County Air Pollution Control District",34.7256,-120.4278
"Londonderry","NH","nh016",42.8674,-71.3401,"330150018","Londonderry - Moose Hill","New Hampshire Dept. of Environmental Services",42.862531,-71.38014
"Lone Pine","CA","ca272",36.6106,-118.0596,"840060270031","Lone Pine","Great Basin Unified Air Pollution Control District",36.607215,-118.05473
"Lone Pine","CA","ca272",36.6106,-118.0596,"060271018","Lone Pine Paiute/Shoshone Tribe-CA","Great Basin Unified Air Pollution Control District",36.5975,-118.04
"Long Island","NY","ny026",40.768,-73.6202,"361030002","Babylon","New York Dept. of Environmental Conservation",40.7356,-73.4061
"Long Island","NY","ny026",40.768,-73.6202,"360590005","Eisenhower Park","New York Dept. of Environmental Conservation",40.7447,-73.5869
"Long Island","NY","ny026",40.768,-73.6202,"840361030044","Flax Pond","New York Dept. of Environmental Conservation",40.961015,-73.13913
"Long Island","NY","ny026",40.768,-73.6202,"361030009","Holtsville","New York Dept. of Environmental Conservation",40.8278,-73.0575
"Long Island","NY","ny026",40.768,-73.6202,"361030004","Riverhead","New York Dept. of Environmental Conservation",40.9617,-72.715
"Longview","WA","wa032",46.1427,-122.9556,"530150015","Longview-30th Ave","Washington Department of Ecology",46.1394,-122.9619
"Loretto","TN","tn013",35.08,-87.44,"840470990003","Loretto","Tennessee Air Pollution Control Div.",35.116866,-87.419726
"Lostwood","ND","nd006",48.6419,-102.4022,"380130004","Lostwood NWR","North Dakota Department of Environmental Quality",48.641899,-102.402199
"Louisville","KY","ky001",38.264,-85.712,"211111041","Algonquin Parkway","Louisville Metro Air Pollution Control District ",38.23158,-85.82675
"Louisville","KY","ky001",38.264,-85.712,"211850004","BUCKNER","Louisville Metro Air Pollution Control District ",38.3986,-85.4433
"Louisville","KY","ky001",38.264,-85.712,"211110067","Cannons Lane","Louisville Metro Air Pollution Control District ",38.2286,-85.6544
"Louisville","KY","ky001",38.264,-85.712,"211110080","Carrithers Middle School","Louisville Metro Air Pollution Control District ",38.1825,-85.5744
"Louisville","KY","ky001",38.264,-85.712,"180190008","Charlestown State Park","Louisville Metro Air Pollution Control District ",38.393823,-85.664118
"Louisville","KY","ky001",38.264,-85.712,"211110075","Near Road","Louisville Metro Air Pollution Control District ",38.1935,-85.7121
"Louisville","KY","ky001",38.264,-85.712,"210290006","SHEPVILL","Louisville Metro Air Pollution Control District ",37.9856,-85.7131
"Louisville","KY","ky001",38.264,-85.712,"211110051","WATSON","Louisville Metro Air Pollution Control District ",38.0608,-85.8961
"Lower Eastern Shore","MD","md003",38.6894,-75.9989,"240199991","Blackwater NWR","Maryland Department of the Environment",38.445,-76.1114
"Lower Eastern Shore","MD","md003",38.6894,-75.9989,"240190004","Horn Point","Maryland Department of the Environment",38.5876,-76.1408
"Lower Hudson Valley Region","NY","ny030",41.74,-73.7654,"360270007","Millbrook","New York Dept. of Environmental Conservation",41.7856,-73.6947
"Lower Hudson Valley Region","NY","ny030",41.74,-73.7654,"360790005","Mt Ninham","New York Dept. of Environmental Conservation",41.4561,-73.7103
"Lower Hudson Valley Region","NY","ny030",41.74,-73.7654,"360710002","Newburgh","New York Dept. of Environmental Conservation",41.4994,-74.0097
"Lubbock","TX","tx012",33.5961,-101.8539,"483031028","Lubbock 12th Street","Texas Commission on Environmental Quality",33.5853,-101.78698
"Ludington","MI","mi012",43.9553,-86.4525,"261130001","HOUGHTON LAKE","Michigan Department of Environment, Great Lakes, and Energy",44.3106,-84.891899
"Ludington","MI","mi012",43.9553,-86.4525,"261050007","SCOTTVILLE","Michigan Department of Environment, Great Lakes, and Energy",43.9533,-86.2944
"Lynn","MA","ma009",42.4744,-70.9725,"250092006","LYNN","Massachusetts Dept. of Environmental Protection",42.474701,-70.971901
"Lyons","OR","or022",44.7787,-122.617,"410432003","Lyons","Oregon Dept. of Environmental Quality",44.778743,-122.617048
"Macon","GA","ga002",32.8408,-83.6325,"130210012","Macon Forestry","Georgia Department of Natural Resources",32.8031,-83.5447
"Macon County","NC","nc063",35.1504,-83.4226,"371730002","BRYSON","North Carolina DEQ - Division of Air Quality",35.434767,-83.442133
"Macon County","NC","nc063",35.1504,-83.4226,"371139991","Coweeta","North Carolina DEQ - Division of Air Quality",35.0608,-83.4306
"Madera","CA","ca054",36.968,-120.077,"060390004","Madera - Pump Yard","San Joaquin Valley Unified APCD",36.8669,-120.01
"Madera","CA","ca054",36.968,-120.077,"060392010","Madera-City","San Joaquin Valley Unified APCD",36.9533,-120.0341
"Madison","CT","ct011",41.2583,-72.5506,"090099002","Madison","Connecticut Dept. of Energy and Environmental Protection",41.256902,-72.55322
"Madras","OR","or023",44.6306,-121.1317,"410310007","Madras - Westside School","Oregon Dept. of Environmental Quality",44.6306,-121.131599
"Makah Indian Tribe of Makah Indian Reservation","WA","wa038",48.3661,-124.61,"530090013","Cheeka Peak","EPA Region 10",48.2867,-124.6203
"Makah Indian Tribe of Makah Indian Reservation","WA","wa038",48.3661,-124.61,"530090015","Neah Bay 2-Makah Tribe","EPA Region 10",48.366058,-124.610046
"Malta","MT","mt013",48.3175,-107.8625,"300710010","Malta","Montana DEQ",48.317507,-107.862471
"Mammoth Cave National Park","KY","ky003",37.1319,-86.1478,"210610501","Mammoth Cave NP","National Park Service",37.1314,-86.1481
"Mammoth Lakes","CA","ca224",37.6481,-118.9733,"060510001","Mammoth Lakes","Great Basin Unified Air Pollution Control District",37.645718,-118.966515
"Mammoth Lakes","CA","ca224",37.6481,-118.9733,"MMGBU1000","PM2.5 Mammoth Lakes EBAM","Great Basin Unified Air Pollution Control District",37.64581,-118.96657
"Manama","  ","ds013",26.2047,50.5708,"MNA010001","Manama","U.S. Department of State Bahrain - Manama",26.204697,50.570833
"Manchester","NH","nh007",42.9928,-71.4594,"330111011","Nashua - Gilson Rd.","New Hampshire Dept. of Environmental Services",42.718653,-71.522416
"Manila","  ","ds083",14.5769,120.9777,"608PH1010001","Manila","U.S. Department of State Philippines - Manila",14.57711,120.9778
"Manitowoc and Kewaunee Counties","WI","wi016",44.2909,-87.5607,"550610002","KEWAUNEE","Wisconsin Dept. of Natural Resources",44.4428,-87.5061
"Manitowoc and Kewaunee Counties","WI","wi016",44.2909,-87.5607,"550710007","MANITOWOC","Wisconsin Dept. of Natural Resources",44.1386,-87.6161
"Maple Falls","WA","wa048",48.9477,-122.1471,"840530739992","Maple Falls-Azure Way","Northwest Clean Air Agency",48.9477,-122.1471
"Maputo","  ","ds084",-25.96,32.6,"508MAP010001","Maputo","U.S. Department of State Mozambique - Maputo",-25.90382,32.62835
"Marathon and Taylor Counties","WI","wi011",44.957,-90.1846,"550730012","LAKE DUBAY","Wisconsin Dept. of Natural Resources",44.7072,-89.7697
"Marathon and Taylor Counties","WI","wi011",44.957,-90.1846,"551199991","Perkinstown","Wisconsin Dept. of Natural Resources",45.2066,-90.5969
"Marina and Seaside","CA","ca216",36.6271,-121.83,"060531003","Salinas AMS","Monterey Bay Unified APCD",36.694261,-121.623271
"Mark Twain State Park","MO","mo010",39.4751,-91.789,"291370001","Mark Twain SP","Missouri Department of Natural Resources",39.4751,-91.78899
"Martin County","NC","nc065",35.8426,-77.108,"371170001","JAMESVIL","North Carolina DEQ - Division of Air Quality",35.81066,-76.906249
"Martin County","NC","nc065",35.8426,-77.108,"371470006","PITTAGCT","North Carolina DEQ - Division of Air Quality",35.641276,-77.360126
"Martinsburg","WV","wv004",39.4656,-77.9583,"540030003","MARTINSBURG","West Virginia Division of Air Quality",39.465599,-77.958298
"Maryland Piedmont","MD","md006",39.4732,-77.3139,"240210037","Frederick Airport","Maryland Department of the Environment",39.42276,-77.37519
"Maryland Piedmont","MD","md006",39.4732,-77.3139,"240130001","South Carroll","Maryland Department of the Environment",39.444199,-77.041702
"Mattawa","WA","wa059",46.74,-119.89,"840530259999","Mattawa Wahluke High School","Washington Department of Ecology",46.743414,-119.893763
"Mayaguez","PR","pr004",18.2141,-67.1443,"630720970007","Mayaguez 59","Puerto Rico Environmental Quality Board",18.214167,-67.144167
"McAlester","OK","ok005",34.8856,-95.7844,"401210415","McAlester","Oklahoma Department of Environmental Quality",34.906082,-95.794128
"McCall","ID","id028",44.9069,-116.1065,"160850002","McCall","Idaho Department of Environmental Quality",44.890197,-116.1065
"Mecklenburg County","NC","nc003",35.227,-80.843,"840371190048","Friendship Park","North Carolina DEQ - Division of Air Quality",35.281791,-80.851473
"Mecklenburg County","NC","nc003",35.227,-80.843,"371190041","Garinger","North Carolina DEQ - Division of Air Quality",35.2411,-80.7831
"Mecklenburg County","NC","nc003",35.227,-80.843,"840371190047","Ramblewood Park","North Carolina DEQ - Division of Air Quality",35.123954,-80.907577
"Mecklenburg County","NC","nc003",35.227,-80.843,"371190045","Remount","North Carolina DEQ - Division of Air Quality",35.213171,-80.874084
"Mecklenburg County","NC","nc003",35.227,-80.843,"371190046","University Meadows","North Carolina DEQ - Division of Air Quality",35.314158,-80.713469
"Medford","OR","or006",42.3142,-122.8792,"840410290029","Medford Jackson Park","Oregon Dept. of Environmental Quality",42.332037,-122.890678
"Medford","OR","or006",42.3142,-122.8792,"410291002","Medford MTV","Oregon Dept. of Environmental Quality",42.341987,-122.9102
"Medford","OR","or006",42.3142,-122.8792,"410290201","Talent - Rapp Lane","Oregon Dept. of Environmental Quality",42.229891,-122.7877
"Medicine Bow National Forest","WY","wy014",41.36,-106.24,"560019991","Centennial","EPA Office of Atmospheric Protection",41.3642,-106.2399
"Melbourne","FL","fl016",28.115,-80.6319,"120094001","Cocoa Beach","Florida Dept. of Environmental Protection",28.3108,-80.6156
"Melbourne","FL","fl016",28.115,-80.6319,"120619991","Indian River Lagoon","Florida Dept. of Environmental Protection",27.8492,-80.4554
"Melbourne","FL","fl016",28.115,-80.6319,"120090007","Melbourne","Florida Dept. of Environmental Protection",28.0542,-80.6283
"Memphis","TN","tn003",35.106,-90.001,"471570024","Alabama Ave","Shelby County Health Department",35.150799,-90.041397
"Memphis","TN","tn003",35.106,-90.001,"280330002","HERNANDO","Shelby County Health Department",34.820633,-89.987782
"Memphis","TN","tn003",35.106,-90.001,"050350005","MARION","Shelby County Health Department",35.197156,-90.193178
"Memphis","TN","tn003",35.106,-90.001,"471570075","SHELBY FARMS","Shelby County Health Department",35.151588,-89.85022
"Merced","CA","ca056",37.2963,-120.4844,"840060472510","Merced-M St","San Joaquin Valley Unified APCD",37.30833,-120.480361
"Mercer County","PA","pa010",41.262,-80.1875,"420850100","Farrell","Pennsylvania Dept. of Environmental Protection",41.215,-80.485
"Mercer County","PA","pa010",41.262,-80.1875,"420859991","M.K. Goddard","Pennsylvania Dept. of Environmental Protection",41.4271,-80.1451
"Meridian","MS","ms007",32.3643,-88.7037,"280750003","MERIDIAN","Mississippi DEQ",32.364345,-88.73145
"Mesa","WA","wa053",46.5754,-119.0021,"530210002","Mesa-Pepoit Way (temp SO)","Washington Department of Ecology",46.5754,-119.0021
"Mesa Verde National Park","CO","co007",37.199,-108.471,"080830101","Mesa Verde NP","National Park Service",37.1983,-108.4903
"Mesquite","NV","nv010",36.8159,-114.0503,"320030024","Virgin Valley","Clark County Department of Environment and Sustainability ",36.815897,-114.050347
"Metro Baltimore","MD","md001",39.1876,-76.5904,"240053001","Essex","Maryland Department of the Environment",39.310833,-76.474444
"Metro Baltimore","MD","md001",39.1876,-76.5904,"240031003","Glen Burnie","Maryland Department of the Environment",39.1694,-76.6281
"Metro Baltimore","MD","md001",39.1876,-76.5904,"840245105253","Lake Montebello","Maryland Department of the Environment",39.33746,-76.58905
"Metro Riverside CO","CA","ca155",34.0005,-117.4152,"060658005","Mira Loma - Van Buren","South Coast AQMD",33.996387,-117.4925
"Metro Riverside CO","CA","ca155",34.0005,-117.4152,"060658001","Riverside - Rubidoux","South Coast AQMD",33.999449,-117.415831
"Metropolitan Washington","DC","dc001",38.919,-77.013,"511071005","ASHBURN","Metropolitan Washington COG",39.02473,-77.48925
"Metropolitan Washington","DC","dc001",38.919,-77.013,"510130020","AURORA HILLS","Metropolitan Washington COG",38.8577,-77.05922
"Metropolitan Washington","DC","dc001",38.919,-77.013,"840110010055","Bald Eagle","Metropolitan Washington COG",38.81853,-77.01039
"Metropolitan Washington","DC","dc001",38.919,-77.013,"240339991","Beltsville","Metropolitan Washington COG",39.0284,-76.8172
"Metropolitan Washington","DC","dc001",38.919,-77.013,"240090011","Calvert","Metropolitan Washington COG",38.536722,-76.617194
"Metropolitan Washington","DC","dc001",38.919,-77.013,"510590030","FRANCONIA","Metropolitan Washington COG",38.77335,-77.10468
"Metropolitan Washington","DC","dc001",38.919,-77.013,"240210037","Frederick Airport","Metropolitan Washington COG",39.42276,-77.37519
"Metropolitan Washington","DC","dc001",38.919,-77.013,"240330030","HU-Beltsville","Metropolitan Washington COG",39.055302,-76.878304
"Metropolitan Washington","DC","dc001",38.919,-77.013,"511530009","JAMES S. LONG PARK","Metropolitan Washington COG",38.85287,-77.63462
"Metropolitan Washington","DC","dc001",38.919,-77.013,"840110010053","King Greenleaf Rec Center","Metropolitan Washington COG",38.875161,-77.012816
"Metropolitan Washington","DC","dc001",38.919,-77.013,"110010043","McMillan Reservoir","Metropolitan Washington COG",38.921848,-77.013176
"Metropolitan Washington","DC","dc001",38.919,-77.013,"840510590031","Northern VA Near Road","Metropolitan Washington COG",38.7684,-77.18347
"Metropolitan Washington","DC","dc001",38.919,-77.013,"240338003","PG Equestrian Center","Metropolitan Washington COG",38.812069,-76.744186
"Metropolitan Washington","DC","dc001",38.919,-77.013,"110010041","RIVER_Terrace","Metropolitan Washington COG",38.895683,-76.958089
"Metropolitan Washington","DC","dc001",38.919,-77.013,"240313001","Rockville","Metropolitan Washington COG",39.114399,-77.106903
"Metropolitan Washington","DC","dc001",38.919,-77.013,"240170010","Southern Maryland","Metropolitan Washington COG",38.5042,-76.811897
"Metropolitan Washington","DC","dc001",38.919,-77.013,"110010050","TakomaRec","Metropolitan Washington COG",38.970101,-77.016715
"Mexicali","MX","mx003",32.6245,-115.4523,"800020014","SPABC14 COBACH","Imperial County Air Pollution Control District",32.6336,-115.5042
"Mexicali","MX","mx003",32.6245,-115.4523,"800020012","Universidad Autonoma de Baja California","Imperial County Air Pollution Control District",32.6292,-115.4469
"Mexico City","MX","mx001",19.4285,-99.1277,"800150021","Acolman","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.6355,-98.912
"Mexico City","MX","mx001",19.4285,-99.1277,"800150131","Atizapán","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.577,-99.2542
"Mexico City","MX","mx001",19.4285,-99.1277,"800090023","Camarones","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.4684,-99.1697
"Mexico City","MX","mx001",19.4285,-99.1277,"800150251","Chalco","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.2669,-98.886
"Mexico City","MX","mx001",19.4285,-99.1277,"800090041","Cuajimalpa","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.3653,-99.2917
"Mexico City","MX","mx001",19.4285,-99.1277,"800150951","Cuautitilán","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.7221,-99.1986
"Mexico City","MX","mx001",19.4285,-99.1277,"800150571","FES Acatlán","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.4824,-99.2435
"Mexico City","MX","mx001",19.4285,-99.1277,"800090154","Hospital General de México","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.4116,-99.1522
"Mexico City","MX","mx001",19.4285,-99.1277,"800090061","Iztacalco","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.3844,-99.1176
"Mexico City","MX","mx001",19.4285,-99.1277,"800151042","La Presa","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.5347,-99.1177
"Mexico City","MX","mx001",19.4285,-99.1277,"800150332","Los Laureles","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.5787,-99.0396
"Mexico City","MX","mx001",19.4285,-99.1277,"800090171","Merced","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.4246,-99.1195
"Mexico City","MX","mx001",19.4285,-99.1277,"800150991","Montecillo","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.4604,-98.9028
"Mexico City","MX","mx001",19.4285,-99.1277,"800150581","Nezahualcóyotl","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.3919,-99.0281
"Mexico City","MX","mx001",19.4285,-99.1277,"800090101","Pedregal","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.3251,-99.2041
"Mexico City","MX","mx001",19.4285,-99.1277,"800150333","San Agustín","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.5329,-99.0303
"Mexico City","MX","mx001",19.4285,-99.1277,"800090043","Santa Fe","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.3573,-99.2628
"Mexico City","MX","mx001",19.4285,-99.1277,"800090133","Tlahuac","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.2464,-99.01
"Mexico City","MX","mx001",19.4285,-99.1277,"800151041","Tlalnepantla","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.529,-99.2045
"Mexico City","MX","mx001",19.4285,-99.1277,"800151091","Tultitlán","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.6025,-99.1771
"Mexico City","MX","mx001",19.4285,-99.1277,"800090072","UAM Iztapalapa","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.3607,-99.0738
"Mexico City","MX","mx001",19.4285,-99.1277,"800090034","UAM Xochimilco","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.3044,-99.0738
"Mexico City","MX","mx001",19.4285,-99.1277,"800150201","Villa de las Flores","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.6582,-99.0965
"Mexico City","MX","mx001",19.4285,-99.1277,"800150334","Xalostoc","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico",19.5259,-99.0824
"Miami","FL","fl003",25.776,-80.211,"120860034","Kendal","Miami-Dade County Department of Environmental Resources Management",25.686944,-80.686944
"Miami","OK","ok004",36.9222,-94.8389,"TT9209004","Miami","Quapaw Nation",36.922222,-94.83889
"Miami","FL","fl003",25.776,-80.211,"120861016","Miami Fire Station #5","Miami-Dade County Department of Environmental Resources Management",25.7947,-80.2156
"Miami","AZ","az026",33.399,-110.8716,"040078000","Miami Golf Course","Arizona Department of Environmental Quality",33.419017,-110.829667
"Miami","FL","fl003",25.776,-80.211,"120860029","Perdue","Miami-Dade County Department of Environmental Resources Management",25.586399,-80.326897
"Miami","FL","fl003",25.776,-80.211,"120860027","Rosenstiel","Miami-Dade County Department of Environmental Resources Management",25.7325,-80.162201
"Mid-Coast","ME","me001",44.377,-68.2609,"230090103","Acadia NP - McFarland","Maine Dept. of Environmental Protection",44.377048,-68.260902
"Mid-Coast","ME","me001",44.377,-68.2609,"230130004","Port Clyde","Maine Dept. of Environmental Protection",43.917953,-69.260803
"Middletown","CT","ct010",41.5519,-72.6308,"090031003","East Hartford","Connecticut Dept. of Energy and Environmental Protection",41.7847,-72.6297
"Middletown","CT","ct010",41.5519,-72.6308,"090079007","Middletown","Connecticut Dept. of Energy and Environmental Protection",41.55,-72.626
"Midland-Odessa","TX","tx013",31.9974,-102.0789,"481351014","Odessa Gonzales C1014","Texas Commission on Environmental Quality",31.870253,-102.334756
"Midland-Odessa","TX","tx013",31.9974,-102.0789,"481350003","Odessa Hays C47/C122 [N]","Texas Commission on Environmental Quality",31.8367,-102.3419
"Milton - Blue Hill Observatory","MA","ma008",42.2122,-71.1158,"250213003","E. Milton - Blue Hill","Massachusetts Dept. of Environmental Protection",42.2117,-71.114403
"Milwaukee and South Ozaukee Counties","WI","wi003",43.107,-87.9207,"550790085","BAYSIDE","Wisconsin Dept. of Natural Resources",43.1811,-87.9006
"Milwaukee and South Ozaukee Counties","WI","wi003",43.107,-87.9207,"550890008","GRAFTON","Wisconsin Dept. of Natural Resources",43.3431,-87.9208
"Milwaukee and South Ozaukee Counties","WI","wi003",43.107,-87.9207,"550790010","MILWAUKEE 16TH ST","Wisconsin Dept. of Natural Resources",43.0178,-87.9333
"Milwaukee and South Ozaukee Counties","WI","wi003",43.107,-87.9207,"550790056","MILWAUKEE COLLEGE AVE.-NR","Wisconsin Dept. of Natural Resources",42.93257,-87.93434
"Minnesota Arrowhead","MN","mn009",47.9103,-90.6158,"270750005","Ely","Minnesota Pollution Control Agency",47.9464,-91.4953
"Minnesota Arrowhead","MN","mn009",47.9103,-90.6158,"270317810","Grand Portage","Minnesota Pollution Control Agency",47.9721,-89.6908
"Mississippi Gulf Coast","MS","ms004",30.37,-89.1,"280470008","GPORT YC","Mississippi DEQ",30.390123,-89.049746
"Mississippi Gulf Coast","MS","ms004",30.37,-89.1,"280590006","PASCAGOULA","Mississippi DEQ",30.378054,-88.533876
"Mississippi Gulf Coast","MS","ms004",30.37,-89.1,"280450003","WAVELAND","Mississippi DEQ",30.300917,-89.395954
"Mississippi River Valley","MN","mn020",44.05,-91.8695,"550630012","LACROSSE DOT","Minnesota Pollution Control Agency",43.7781,-91.225
"Missoula","MT","mt014",46.8423,-114.0205,"300630037","French Town - Beckwith","Montana DEQ",47.012907,-114.224273
"Missoula","MT","mt014",46.8423,-114.0205,"300630024","Missoula Boyd Park","Montana DEQ",46.842297,-114.020549
"Mitchell County","NC","nc068",36.0131,-82.1639,"371210004","Spruce Pine","North Carolina DEQ - Division of Air Quality",35.912487,-82.062082
"Mobile","AL","al002",30.695,-88.039,"010972005","BAYROAD","Alabama Department of Environmental Management",30.4744,-88.1411
"Mobile","AL","al002",30.695,-88.039,"010970003","Chickasaw","Alabama Department of Environmental Management",30.7697,-88.0875
"Mobile","AL","al002",30.695,-88.039,"010030010","FAIRHOPE","Alabama Department of Environmental Management",30.4889,-87.8706
"Modesto","CA","ca061",37.6598,-120.9939,"060990005","Modesto - 14th Street","San Joaquin Valley Unified APCD",37.642165,-120.994212
"Mojave","CA","ca277",35.0465,-118.1628,"840060290020","Mojave - Pat Ave","Mojave Desert AQMD",35.04944,-118.18893
"Monmouth County","NJ","nj027",40.356,-74.23,"340250005","Monmouth University","New Jersey Dept. of Environmental Protection",40.277645,-74.005096
"Monmouth County","NJ","nj027",40.356,-74.23,"840340292002","Toms River","New Jersey Dept. of Environmental Protection",39.994908,-74.170447
"Mono Lake","CA","ca225",38.0697,-118.9477,"060510005","Lee Vining","Great Basin Unified Air Pollution Control District",37.962069,-119.120278
"Mono Lake","CA","ca225",38.0697,-118.9477,"060510011","Mono Shore","Great Basin Unified Air Pollution Control District",38.0697,-118.9477
"Monroe","LA","la008",32.5097,-92.0461,"220730004","Monroe","Louisiana Department of Environmental Quality",32.509701,-92.046097
"Monterey Peninsula","CA","ca217",36.6136,-121.9097,"060531003","Salinas AMS","Monterey Bay Unified APCD",36.694261,-121.623271
"Monterrey","MX","mx002",25.675,-100.336,"80039NO02","Garcia","Sistema Integral de Monitoreo Ambiental",25.78343,-100.58587
"Monterrey","MX","mx002",25.675,-100.336,"80039SE02","Juarez","Sistema Integral de Monitoreo Ambiental",25.64611,-100.09556
"Monterrey","MX","mx002",25.675,-100.336,"80039SE01","La Pastora","Sistema Integral de Monitoreo Ambiental",25.66833,-100.24833
"Monterrey","MX","mx002",25.675,-100.336,"80039CE01","Obispado","Sistema Integral de Monitoreo Ambiental",25.67555,-100.33833
"Monterrey","MX","mx002",25.675,-100.336,"80039NO01","San Bernabe","Sistema Integral de Monitoreo Ambiental",25.75691,-100.36581
"Monterrey","MX","mx002",25.675,-100.336,"80039NE01","San Nicolas","Sistema Integral de Monitoreo Ambiental",25.745,-100.25472
"Monterrey","MX","mx002",25.675,-100.336,"80039SO02","San Pedro","Sistema Integral de Monitoreo Ambiental",25.665,-100.412777
"Monterrey","MX","mx002",25.675,-100.336,"80039SO01","Santa Catarina","Sistema Integral de Monitoreo Ambiental",25.675,-100.45833
"Montgomery","AL","al006",32.3505,-86.2923,"011011002","MONTG","Alabama Department of Environmental Management",32.412811,-86.263394
"Montgomery","AL","al006",32.3505,-86.2923,"010510004","Wetumpka Tech Park","Alabama Department of Environmental Management",32.535681,-86.255193
"Montgomery County","NC","nc069",35.3324,-79.9057,"371239991","Candor","North Carolina DEQ - Division of Air Quality",35.26,-79.84
"Montgomery County","NC","nc069",35.3324,-79.9057,"371230001","Candor FRO","North Carolina DEQ - Division of Air Quality",35.263165,-79.836636
"Morgantown","WV","wv005",39.6489,-79.9211,"540610003","MORGANTOWN","West Virginia Division of Air Quality",39.648899,-79.921097
"Morro Bay","CA","ca186",35.36,-120.83,"840060793003","Morro Bay","San Luis Obispo County APCD",35.361589,-120.836819
"Moscow","ID","id024",46.728,-116.9557,"160570005","Moscow","Idaho Department of Environmental Quality",46.728199,-116.954597
"Moses Lake","WA","wa022",47.1303,-119.2726,"530251002","Moses Lake-Balsam St","Washington Department of Ecology",47.1303,-119.2726
"Moundsville","WV","wv006",39.9158,-80.7342,"540511002","MOUNDSVILLE","West Virginia Division of Air Quality",39.9158,-80.7342
"Mount Vernon","WA","wa013",48.41,-122.3375,"530570011","Anacortes-202 Ave (SO-AQS)","Northwest Clean Air Agency",48.52008,-122.613213
"Mount Vernon","WA","wa013",48.41,-122.3375,"530570015","Mt Vernon-S 2nd St","Northwest Clean Air Agency",48.410198,-122.337601
"Mountain View","HI","hi003",19.57,-155.0777,"150012023","Mountain View","Hawaii State Dept. of Health",19.555445,-155.102036
"Moxa Arch","WY","wy028",41.7506,-109.7897,"560370300","Moxa Arch","Wyoming Department of Environmental Quality",41.750599,-109.789703
"Mt Shasta","CA","ca276",41.31,-122.32,"840060932002","Mt Shasta","Siskiyou County APCD",41.312688,-122.318254
"Mt. Rainier","WA","wa017",46.7841,-121.7403,"530530012","Mt Rainier- Jackson  Visitor Ctr","Washington Department of Ecology",46.7841,-121.740303
"Mumbai","  ","ds004",19.0728,72.8826,"DS1010004","Mumbai","U.S. Department of State India - Mumbai",19.07283,72.88261
"Muncie","IN","in010",40.3497,-84.9492,"180350010","Albany","Indiana Dept. of Environmental Management 2",40.300385,-85.245862
"Muncie","IN","in010",40.3497,-84.9492,"180650003","Mechanicsburg","Indiana Dept. of Environmental Management 2",40.009544,-85.52347
