"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","NO2","NO2_Unit","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","PM10","PM10_Unit"
"370710016","Grier Middle School","Inactive","R4","35.253101","-81.153297","243.1","-5","US","NC","04/12/2024","16:00","North Carolina DEQ - Division of Air Quality","Mecklenburg County","","","","","0","0","1","0","","","","","","","","","","","",""
"000055201","Lemieux","Inactive","CA","46.3036","-72.0608","97.6","-5","CA","CC","04/12/2024","16:00","Canada-Quebec1","","","","","","1","0","0","0","","","","","","","","","","","",""
"010970003","Chickasaw","Active","R4","30.7697","-88.0875","0.0","-6","US","AL","04/12/2024","16:00","Alabama Department of Environmental Management","Mobile","34","","28","","1","0","1","0","","","","","8.2","UG/M3","-0.3","PPB","45.0","PPB","",""
"120330004","Ellyson Industrial Park","Active","R4","30.525","-87.204399","0.0","-6","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","Pensacola","39","14","15","","1","1","1","0","","","","","3.2","UG/M3","0.9","PPB","49.0","PPB","18.0","UG/M3"
"000101601","Squamish","Inactive","CA","49.7064","-123.1544","20.1","-8","CA","CC","04/12/2024","16:00","British Columbia Ministry of Environment","","","","","","1","1","0","0","","","","","","","","","","","",""
"000105201","Burns Lake Fire Centre","Active","CA","54.2307","-125.7643","652.4","-8","CA","CC","04/12/2024","16:00","British Columbia Ministry of Environment","","","3","10","","0","1","1","0","","","","","1.0","UG/M3","","","","","0.0","UG/M3"
"080677003","Ute 3","Active","R8","37.10258","-107.870219","585.6","-7","US","CO","04/12/2024","16:00","Southern Ute Tribe","Southern Ute Indian Reservation","18","","","43","1","1","1","1","46.1","PPB","","","","","","","1.0","PPB","",""
"027210510","JPN Site 027210510","Active","","34.832969","135.684669","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"027212030","JPN Site 027212030","Active","","34.638544","135.635515","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"028203030","JPN Site 028203030","Active","","34.679361","134.938627","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"033204050","JPN Site 033204050","Active","","34.456034","133.920666","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840550870015","Kaukauna","Active","R5","44.2893","-88.25219","0.0","-6","US","WI","04/12/2024","16:00","Wisconsin Dept. of Natural Resources","","","","","","0","0","0","0","","","","","","","1.0","PPB","","","",""
"840530370180","Cle Elum","Active","R10","47.19704","-120.95683","0.0","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","","","","2","","0","0","1","0","","","","","0.6","UG/M3","","","","","",""
"004105520","JPN Site 004105520","Active","","38.309909","140.843802","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"008406010","JPN Site 008406010","Active","","35.915717","140.626708","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"009301510","JPN Site 009301510","Active","","36.447592","139.903411","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"011205020","JPN Site 011205020","Active","","35.954861","139.603736","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"014208020","JPN Site 014208020","Active","","35.295487","139.580157","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"023220510","JPN Site 023220510","Active","","35.247388","136.779559","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"560450003","NewCastle","Active","R8","43.881401","-104.191902","1438.4","-7","US","WY","04/12/2024","16:00","Bureau of Land Management - Wyoming","Newcastle","42","","","","1","0","1","0","","","","","","","","","45.0","PPB","",""
"180390008","Elkhart-Prairie St.","Active","R5","41.657155","-85.968446","233.0","-5","US","IN","04/12/2024","16:00","Indiana Dept. of Environmental Management","South Bend","","","10","","0","0","1","0","","","","","2.2","UG/M3","","","","","",""
"484090685","Ingleside C685","Active","R6","27.901667","-97.249167","6.1","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"421255200","Houston","Active","R3","40.269","-80.244","370.0","-5","US","PA","04/12/2024","16:00","Pennsylvania Dept. of Environmental Protection","Pittsburgh","38","","6","","1","0","1","0","","","","","1.5","UG/M3","","","43.0","PPB","",""
"DB1010001","Dubai","Active","DSAE","25.258481","55.309165","0.0","4","AE","N/A","04/12/2024","16:00","U.S. Department of State UAE - Dubai","Dubai","44","","121","","1","0","1","0","","","","","41.0","UG/M3","","","48.0","PPB","",""
"002205010","JPN Site 002205010","Active","","40.781582","140.464831","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000050310","Québec - Collège St-Charles Garnier","Active","CA","46.7969","-71.2461","0.0","-5","CA","CC","04/12/2024","16:00","Canada-Quebec1","","27","","8","","1","0","1","0","","","","","2.1","UG/M3","","","28.0","PPB","",""
"270353204","Brainerd","Active","R5","46.3944","-94.1433","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Central Minnesota|East Central Minnesota","39","","6","","1","0","1","0","","","","","1.3","UG/M3","","","44.0","PPB","",""
"270317810","Grand Portage","Active","R5","47.9721","-89.6908","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Minnesota Arrowhead","","","8","","0","0","1","0","","","","","1.8","UG/M3","","","","","",""
"484535003","Austin Bergstrom KAUS C5003","Active","R6","30.1944","-97.67","152.5","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"060719991","Converse Station","Inactive","R3","34.1941","-116.913","1837.9","-8","US","CA","04/12/2024","16:00","EPA Office of Atmospheric Protection","","","","","","1","0","0","0","","","","","","","","","","","",""
"040131030","Ft McD Yuma Frank-AZ","Active","R8","33.6292","-111.676903","1412.8","-7","US","AZ","04/12/2024","16:00","Quality Review and Exchange System for Tribes (QREST)","","","20","","","0","1","0","0","","","","","","","","","","","30.0","UG/M3"
"060371103","Los Angeles - N. Main Street","Active","R9","34.066429","-118.226755","30.5","-8","US","CA","04/12/2024","16:00","South Coast AQMD","Central LA CO|W San Gabriel Vly","35","24","65","14","1","1","1","1","15.1","PPB","","","18.8","UG/M3","","","37.0","PPB","29.0","UG/M3"
"080690007","Rocky Mountain NP","Active","USEPA","40.2778","-105.5453","2744.1","-7","US","CO","04/12/2024","16:00","National Park Service","Rocky Mountain National Park","46","","","","1","0","0","0","","","","","","","","","51.0","PPB","",""
"171670010","SPFLD_PH","Inactive","R5","39.843899","-89.604698","0.0","-6","US","IL","04/12/2024","16:00","Illinois EPA","Springfield","","","","","1","0","0","0","","","","","","","","","","","",""
"530330057","Seattle-Duwamish","Active","R10","47.559975","-122.338265","4.0","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Seattle-Bellevue-Kent Valley","","","14","","0","0","1","0","","","","","4.0","UG/M3","","","","","",""
"120860027","Rosenstiel","Active","R4","25.7325","-80.162201","0.6","-5","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","Miami","43","","","9","1","0","0","1","10.9","PPB","","","","","","","52.0","PPB","",""
"484415015","Abilene KABI C5015","Active","R6","32.4103","-99.6817","530.7","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"040203100","JPN Site 040203100","Active","","33.319151","130.508224","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"762DUS010001","Dushanbe","Active","DSTI","38.557671","68.775917","0.0","5","TI","N/A","04/12/2024","16:00","U.S. Department of State Tajikistan - Dushanbe","Dushanbe","","","69","","0","0","1","0","","","","","26.0","UG/M3","","","","","",""
"010201090","JPN Site 010201090","Active","","36.408137","139.092646","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"011210010","JPN Site 011210010","Active","","36.128731","139.582619","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"027229510","JPN Site 027229510","Active","","34.7377","135.6319","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"033202190","JPN Site 033202190","Active","","34.473253","133.844838","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"033204010","JPN Site 033204010","Active","","34.459089","133.923165","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"034203010","JPN Site 034203010","Active","","34.342417","132.902422","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"CC0093101","Genesee","Active","CA","53.3017","-114.2211","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","","","31","","0","0","1","0","","","","","3.9","UG/M3","","","","","",""
"281619991","Coffeeville","Active","R3","34.0026","-89.799","133.9","-6","US","MS","04/12/2024","16:00","EPA Office of Atmospheric Protection","","42","","","","1","0","0","0","","","","","","","","","48.0","PPB","",""
"560250100","Casper Gaseous","Active","R8","42.82231","-106.36501","1591.8","-7","US","WY","04/12/2024","16:00","Wyoming Department of Environmental Quality","Casper","28","","6","1","1","0","1","1","1.0","PPB","","","0.0","UG/M3","","","43.0","PPB","",""
"800090061","Iztacalco","Active","MX","19.3844","-99.1176","2239.3","-6","MX","MX","04/12/2024","16:00","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","Mexico City","","","","","1","1","0","1","","","","","","","","","","","",""
"080310023","Denver Swansea Elementary School","Inactive","R8","39.781083","-104.95665","0.0","-7","US","CO","04/12/2024","16:00","Colorado Department of Public Health and Environment","Denver-Boulder","","","","","0","1","1","0","","","","","","","","","","","",""
"008213010","JPN Site 008213010","Active","","36.396219","140.534194","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060410001","San Rafael","Active","R9","37.9722","-122.5189","0.9","-8","US","CA","04/12/2024","16:00","San Francisco Bay Area AQMD","San Rafael","31","","7","3","1","0","1","1","3.1","PPB","0.4","PPM","0.0","UG/M3","","","34.0","PPB","",""
"340290006","Colliers Mills","Active","R2","40.064846","-74.444061","40.9","-5","US","NJ","04/12/2024","16:00","New Jersey Dept. of Environmental Protection","Southeast Burlington and Ocean Counties","35","","","","1","0","0","0","","","","","","","","","38.0","PPB","",""
"350011013","North Valley","Active","R6","35.187801","-106.603897","1524.1","-7","US","NM","04/12/2024","16:00","Albuquerque Environmental Health Department","Albuquerque","","24","18","","0","1","1","0","","","","","4.2","UG/M3","","","","","27.0","UG/M3"
"482011034","Houston East C1","Active","R6","29.7681","-95.2206","6.1","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","33","","52","","1","0","1","1","","","","","11.8","UG/M3","","","49.0","PPB","",""
"530770015","Toppenish-Yakama Tribe","Active","R10","46.380199","-120.332603","215.9","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Confederated Tribes and Bands of Yakama Nations","","","15","","0","0","1","0","","","","","2.0","UG/M3","","","","","",""
"150012020","Ocean View","Active","R9","19.117561","-155.778137","70.2","-10","US","HI","04/12/2024","16:00","Hawaii State Dept. of Health","Ocean View","","","4","","0","0","1","0","","","","","1.0","UG/M3","3.0","PPB","","","",""
"840490037001","Portage","Active","R8","41.94595","-112.233179","0.0","-7","US","UT","04/12/2024","16:00","Utah Department of Environmental Quality","","33","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"012217030","JPN Site 012217030","Active","","35.900151","139.963709","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012481040","JPN Site 012481040","Active","","35.456311","140.029835","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"014110510","JPN Site 014110510","Active","","35.401864","139.524601","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"026342020","JPN Site 026342020","Active","","34.824082","135.769106","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"043403010","JPN Site 043403010","Active","","32.879482","130.87488","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840560210003","Laramie County Mobile","Inactive","R8","41.08536","-104.52277","1741.9","-7","US","WY","04/12/2024","16:00","Wyoming Department of Environmental Quality","Eastern Laramie County","","","","","1","1","1","1","","","","","","","","","","","",""
